,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,lat,long,NumberofRooms
10666,269100.0,3,2.5,2190,7904,2.0,0,0,3,8,47.2617,-122.21,5.5
10670,525000.0,4,2.5,2310,5573,2.0,0,0,4,9,47.5197,-122.2,6.5
10672,452000.0,2,1.0,1220,6000,1.0,0,0,3,6,47.5647,-122.27,3.0
10673,350000.0,3,2.25,1550,5401,2.0,0,0,3,7,47.737,-121.967,5.25
10674,410000.0,4,2.5,2070,6180,2.0,0,0,3,8,47.4915,-122.183,6.5
10675,595000.0,3,1.75,2060,3600,1.5,0,0,3,7,47.6389,-122.371,4.75
10676,499000.0,3,2.5,1690,4851,2.0,0,0,3,7,47.6795,-122.034,5.5
10677,340000.0,4,2.5,2550,7555,2.0,0,0,3,8,47.2614,-122.29,6.5
10680,345000.0,4,2.5,2382,5899,2.0,0,0,3,8,47.2793,-122.295,6.5
10681,280500.0,3,2.25,1620,7566,2.0,0,0,3,7,47.3566,-122.039,5.25
10684,335000.0,3,1.5,1900,7584,1.0,0,0,5,7,47.5091,-122.19,4.5
10686,420000.0,3,2.75,2300,8000,1.0,0,0,3,7,47.3293,-122.306,5.75
10688,274900.0,4,1.75,1840,10528,1.0,0,0,3,7,47.2987,-122.385,5.75
10690,415250.0,3,1.5,1400,7550,1.0,0,0,4,7,47.7566,-122.337,4.5
10693,300000.0,3,2.5,1640,5707,2.0,0,0,3,7,47.4016,-122.209,5.5
10698,575000.0,3,2.5,2610,7301,2.0,0,0,3,8,47.7614,-122.139,5.5
10699,335000.0,3,2.0,1340,1951,1.0,0,0,3,6,47.5763,-122.309,5.0
10700,428000.0,4,2.0,1300,7200,1.0,0,0,3,7,47.6169,-122.294,6.0
10703,415000.0,5,1.75,1960,3748,1.0,0,0,3,7,47.7027,-122.349,6.75
10704,392000.0,3,1.0,1090,6125,1.0,0,0,4,6,47.5343,-122.37,4.0
10705,555000.0,2,1.0,1550,4600,1.0,0,0,4,7,47.686,-122.384,3.0
10706,260000.0,3,2.5,1770,2677,2.0,0,0,3,7,47.4339,-122.194,5.5
10707,392500.0,3,1.0,1390,10500,1.5,0,0,3,6,47.567,-121.893,4.0
10711,238000.0,3,1.5,1360,7488,1.0,0,0,4,7,47.3314,-122.275,4.5
10712,251000.0,4,2.0,1650,5974,1.0,0,0,5,7,47.5008,-122.257,6.0
10713,406500.0,2,1.75,1510,5319,2.0,0,0,4,8,47.6647,-122.13,3.75
10715,265000.0,3,2.25,1510,6071,1.0,0,0,4,7,47.3619,-122.077,5.25
10716,360000.0,3,1.75,1950,7260,1.0,0,0,3,8,47.7187,-122.33,4.75
10717,425000.0,4,1.0,1800,12485,1.0,0,0,5,7,47.5729,-122.147,5.0
10719,449900.0,3,1.75,1760,8266,1.0,0,0,5,7,47.7708,-122.339,4.75
10720,345000.0,4,2.5,2040,5875,2.0,0,0,3,8,47.5051,-122.17,6.5
10722,317000.0,3,1.75,1530,7650,1.0,0,0,4,8,47.4435,-122.128,4.75
10723,585000.0,3,1.5,1810,3880,1.5,0,0,4,8,47.6835,-122.392,4.5
10724,455000.0,3,1.75,1180,14292,1.0,0,0,3,7,47.4818,-121.733,4.75
10726,497000.0,4,2.25,2250,3463,2.0,0,0,4,8,47.6324,-122.106,6.25
10727,226750.0,3,1.75,1070,6315,1.0,0,0,3,7,47.2803,-122.356,4.75
10728,385000.0,4,2.0,1820,7102,1.0,0,0,3,7,47.7447,-122.324,6.0
10731,371000.0,4,2.5,2550,4770,2.0,0,0,3,8,47.3526,-122.0,6.5
10732,545000.0,4,2.5,2080,8504,2.0,0,0,3,8,47.5703,-121.998,6.5
10733,443000.0,3,1.0,1280,5460,1.5,0,0,4,7,47.7321,-122.334,4.0
10735,194000.0,3,1.0,1050,7577,1.0,0,0,3,7,47.2891,-122.357,4.0
10736,265000.0,3,1.0,1800,7650,1.0,0,0,5,7,47.4922,-122.178,4.0
10739,433000.0,4,1.0,1710,7000,1.5,0,0,3,7,47.7037,-122.293,5.0
10742,440000.0,4,2.75,2340,11034,1.0,0,0,3,8,47.7686,-122.278,6.75
10743,400000.0,3,1.5,1510,8360,1.0,0,0,3,7,47.6119,-122.133,4.5
10744,589000.0,4,2.5,2630,15000,2.0,0,0,5,8,47.5262,-122.028,6.5
10747,555000.0,2,2.25,1370,1248,2.0,0,0,3,7,47.6399,-122.32,4.25
10748,470000.0,3,2.5,2480,5082,2.0,0,0,3,7,47.5297,-121.846,5.5
10749,207000.0,2,1.5,1068,1158,2.0,0,0,3,7,47.753,-122.244,3.5
10750,379750.0,4,2.75,2390,9650,1.0,0,2,3,8,47.3438,-122.322,6.75
10752,240000.0,3,2.5,1520,9864,1.0,0,0,3,7,47.3186,-122.171,5.5
10753,445500.0,4,1.5,2210,10497,1.0,0,0,4,8,47.4321,-122.347,5.5
10755,210000.0,3,1.5,1160,10125,1.0,0,0,4,7,47.4919,-122.151,4.5
10756,603000.0,4,2.5,2670,5895,2.0,0,0,3,8,47.6066,-122.016,6.5
10759,600000.0,3,1.75,1310,5000,2.0,0,0,4,7,47.6722,-122.379,4.75
10761,409950.0,5,2.25,1790,10300,1.0,0,0,3,7,47.7718,-122.292,7.25
10762,515000.0,3,2.5,1790,7167,2.0,0,0,3,8,47.6176,-122.045,5.5
10763,495000.0,4,2.5,2400,11640,1.0,0,0,5,8,47.4485,-122.139,6.5
10765,630000.0,3,1.75,1710,8767,1.0,0,0,4,8,47.6945,-122.188,4.75
10766,410000.0,3,1.75,2000,7480,1.0,0,0,3,8,47.7734,-122.359,4.75
10767,602000.0,3,2.25,1580,11580,1.0,0,0,4,8,47.5503,-122.155,5.25
10773,250000.0,3,2.0,1660,13085,1.0,0,0,3,7,47.3298,-122.277,5.0
10774,350000.0,4,1.75,2420,8400,1.0,0,0,5,7,47.5017,-122.165,5.75
10777,450000.0,4,2.25,1710,7000,1.0,0,0,4,7,47.719,-122.217,6.25
10778,316000.0,5,2.5,2600,4641,2.0,0,0,3,7,47.4325,-122.146,7.5
10780,392000.0,3,1.5,1500,11975,1.0,0,0,4,7,47.4658,-121.758,4.5
10781,521000.0,3,3.25,1460,1254,3.0,0,0,3,8,47.6535,-122.353,6.25
10782,495000.0,2,2.0,1540,7110,1.0,0,0,3,7,47.6932,-122.395,4.0
10783,209000.0,3,1.75,1250,8084,1.0,0,0,4,7,47.3364,-122.276,4.75
10786,415000.0,4,2.5,2400,7292,1.0,0,0,3,8,47.7749,-122.339,6.5
10789,436000.0,3,2.25,1480,1384,3.0,0,0,3,8,47.691,-122.342,5.25
10790,460000.0,4,2.5,2620,8331,2.0,0,0,3,9,47.4357,-122.159,6.5
10791,281000.0,3,1.0,1300,5782,1.0,0,0,4,6,47.524,-121.821,4.0
10793,485000.0,4,2.5,2400,10364,2.0,0,0,3,8,47.4832,-121.799,6.5
10794,429000.0,3,2.5,1430,9240,2.0,0,0,3,7,47.6258,-122.058,5.5
10796,625000.0,3,2.5,2280,4757,2.0,0,0,3,8,47.5901,-122.018,5.5
10797,218500.0,3,1.75,1390,9328,1.0,0,0,4,7,47.2766,-122.146,4.75
10798,175000.0,3,1.0,1030,8395,1.0,0,0,4,7,47.3322,-122.337,4.0
10799,442500.0,3,1.0,1120,8200,1.0,0,0,4,7,47.7254,-122.29,4.0
10800,480000.0,3,2.0,1300,3000,2.0,0,0,3,7,47.6728,-122.325,5.0
10802,432500.0,3,1.75,1470,7350,1.0,0,0,3,8,47.6687,-122.154,4.75
10806,318000.0,3,2.25,1690,12662,1.0,0,0,5,7,47.4972,-122.264,5.25
10808,325000.0,5,2.75,2400,7904,1.0,0,0,3,7,47.4683,-122.263,7.75
10810,558000.0,4,2.25,2060,10358,1.0,0,0,4,8,47.5478,-122.174,6.25
10812,598850.0,4,2.5,2350,7245,2.0,0,0,3,8,47.6318,-122.023,6.5
10813,515700.0,3,2.5,2180,9722,2.0,0,0,3,8,47.527,-122.173,5.5
10814,458000.0,3,2.5,1870,5013,2.0,0,0,3,8,47.7552,-122.221,5.5
10816,653750.0,4,2.5,2460,4166,2.0,0,0,3,9,47.7072,-122.232,6.5
10817,299000.0,3,2.5,1650,4725,2.0,0,0,3,8,47.3548,-122.055,5.5
10821,608700.0,4,2.5,2260,9696,1.0,0,0,3,9,47.643,-122.066,6.5
10826,435000.0,3,1.0,1180,4219,1.0,0,0,3,7,47.6867,-122.378,4.0
10827,229500.0,3,1.5,1810,14400,1.0,0,0,4,7,47.2887,-122.269,4.5
10829,265000.0,3,2.25,1450,13439,1.0,0,0,4,7,47.2811,-122.299,5.25
10831,590000.0,3,2.5,2650,9380,1.0,0,0,5,8,47.7756,-122.273,5.5
10834,548500.0,4,2.0,1820,7200,1.0,0,0,3,7,47.5161,-122.388,6.0
10835,599000.0,3,1.75,1960,4788,1.0,0,0,4,7,47.6746,-122.312,4.75
10837,292000.0,3,1.75,1320,6600,1.0,0,0,3,7,47.4838,-122.33,4.75
10839,500000.0,3,1.5,2210,6500,1.0,0,0,4,7,47.5434,-122.388,4.5
10840,580000.0,3,2.5,1910,11550,1.5,0,0,3,8,47.6213,-122.064,5.5
10842,594000.0,3,1.0,1320,5000,1.0,0,0,4,7,47.6674,-122.365,4.0
10843,500000.0,3,2.5,2440,7600,1.0,0,0,3,7,47.6966,-122.127,5.5
10844,550000.0,4,2.5,2420,8056,1.0,0,0,3,8,47.5748,-122.013,6.5
10845,275000.0,3,1.75,1180,6260,1.0,0,0,4,8,47.3531,-122.048,4.75
10846,390000.0,3,2.25,1820,7420,2.0,0,0,4,8,47.4368,-122.162,5.25
10849,405000.0,2,2.5,1790,5400,2.0,0,0,4,8,47.6606,-122.128,4.5
10850,213950.0,3,1.0,1430,7000,1.0,0,0,3,6,47.3018,-122.369,4.0
10851,232000.0,3,1.5,1390,11340,1.0,0,0,4,7,47.3984,-122.186,4.5
10854,540000.0,3,2.5,2520,5000,3.0,0,0,3,9,47.5664,-122.359,5.5
10856,392500.0,4,2.5,2150,7303,2.0,0,0,3,8,47.5109,-122.183,6.5
10857,305000.0,5,2.5,2500,12220,1.0,0,0,3,8,47.3335,-122.325,7.5
10859,575000.0,4,2.5,2400,6137,2.0,0,0,3,8,47.6187,-122.04,6.5
10861,291000.0,4,2.5,1580,6633,2.0,0,0,4,7,47.3768,-122.118,6.5
10863,475000.0,3,2.0,1880,9659,1.0,0,0,3,8,47.7497,-122.284,5.0
10864,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,47.5012,-122.265,3.0
10865,470000.0,3,3.5,1280,1257,2.0,0,0,3,8,47.6721,-122.374,6.5
10867,440000.0,3,2.5,2040,7605,2.0,0,0,3,8,47.4876,-121.779,5.5
10868,656000.0,4,1.75,1440,4300,1.5,0,0,4,8,47.6846,-122.372,5.75
10869,559950.0,3,2.5,2120,4310,2.0,0,0,3,7,47.687,-122.037,5.5
10871,255000.0,3,1.0,1710,12000,1.0,0,0,4,7,47.2616,-122.281,4.0
10872,210750.0,4,1.5,1840,7076,1.5,0,0,3,7,47.5185,-122.345,5.5
10873,485000.0,4,1.0,1150,2560,1.5,0,0,3,7,47.6368,-122.355,5.0
10874,390000.0,3,2.5,2250,8076,2.0,0,0,3,8,47.3667,-122.041,5.5
10875,405000.0,3,2.5,2460,12600,1.0,0,0,4,8,47.473,-122.118,5.5
10876,462500.0,4,1.0,1540,4500,1.5,0,0,2,7,47.587,-122.384,5.0
10877,435000.0,4,2.25,2210,14073,1.0,0,0,3,8,47.4774,-122.142,6.25
10878,440000.0,3,2.5,1440,5434,2.0,0,0,3,7,47.6818,-122.034,5.5
10879,299950.0,3,1.75,1790,7650,1.0,0,3,3,9,47.3213,-122.385,4.75
10880,440000.0,2,1.5,1120,1024,2.0,0,0,3,8,47.6175,-122.298,3.5
10881,312620.0,3,2.5,1260,11877,1.0,0,0,3,7,47.4442,-121.762,5.5
10882,372500.0,3,1.5,1180,12324,1.0,0,0,3,7,47.6337,-122.032,4.5
10883,297262.0,3,2.5,1730,8076,2.0,0,0,3,8,47.2619,-122.308,5.5
10885,430000.0,3,1.5,1550,5034,2.0,0,0,4,7,47.7072,-122.36,4.5
10886,241000.0,2,1.75,1070,9750,1.5,0,0,3,7,47.7131,-121.319,3.75
10887,201000.0,3,1.0,1460,9750,1.0,0,0,4,7,47.3242,-122.144,4.0
10888,570000.0,2,1.0,1060,4000,1.0,0,0,4,7,47.6731,-122.315,3.0
10889,538000.0,4,1.75,1840,9600,1.0,0,0,3,7,47.6579,-122.125,5.75
10891,331500.0,4,1.75,1700,14756,1.0,0,0,3,7,47.5762,-122.143,5.75
10893,245000.0,3,2.0,1700,8448,1.0,0,0,3,7,47.2077,-122.011,5.0
10894,427000.0,3,1.75,2000,7111,1.0,0,0,4,7,47.7676,-122.373,4.75
10895,650500.0,4,1.75,2340,5940,1.0,0,0,3,8,47.6789,-122.281,5.75
10896,335900.0,2,1.0,1120,7440,1.0,0,0,4,7,47.7405,-122.323,3.0
10897,535000.0,2,2.0,1510,5133,1.5,0,0,3,7,47.6415,-122.401,4.0
10898,360000.0,5,2.0,2120,2400,1.0,0,0,4,6,47.5979,-122.297,7.0
10899,294900.0,3,2.25,1500,8100,1.0,0,0,3,7,47.4632,-122.19,5.25
10900,460000.0,2,1.0,1030,5934,1.0,0,0,4,7,47.6828,-122.287,3.0
10902,463000.0,2,1.0,1150,4400,1.0,0,0,4,7,47.6226,-122.292,3.0
10906,442500.0,4,2.5,2170,14024,2.0,0,0,3,8,47.7346,-121.97,6.5
10908,449000.0,3,2.5,1690,3827,2.0,0,0,3,7,47.6768,-122.029,5.5
10910,215000.0,3,1.0,1060,7900,1.0,0,0,3,7,47.4604,-122.18,4.0
10911,582500.0,2,1.75,1990,6549,1.0,0,0,3,7,47.7,-122.296,3.75
10912,305000.0,4,2.25,2210,9371,2.0,0,0,4,8,47.3634,-122.279,6.25
10914,300000.0,3,2.0,1050,10072,1.0,0,0,3,7,47.7341,-121.976,5.0
10917,360000.0,3,1.75,1520,12282,1.0,0,0,3,8,47.7516,-122.299,4.75
10919,235000.0,3,1.75,1200,9266,1.0,0,0,4,7,47.314,-122.208,4.75
10920,550000.0,3,1.75,1830,9720,1.0,0,1,3,7,47.5511,-122.23,4.75
10921,324000.0,3,1.0,1160,7202,1.0,0,0,4,7,47.7675,-122.334,4.0
10922,420000.0,3,2.0,1750,9239,1.0,0,0,3,8,47.7583,-122.339,5.0
10923,450000.0,4,2.5,2400,7693,2.0,0,0,3,8,47.4881,-122.142,6.5
10925,272000.0,4,2.25,2115,6234,2.0,0,0,3,7,47.285,-122.201,6.25
10927,500000.0,3,1.0,1220,3400,1.0,0,0,3,7,47.6775,-122.363,4.0
10928,448000.0,2,1.5,1630,3780,1.0,0,0,4,7,47.6711,-122.403,3.5
10929,480000.0,2,2.0,1350,4220,1.0,0,0,3,8,47.718,-122.034,4.0
10930,475000.0,3,2.5,1690,2890,2.0,0,0,3,7,47.6802,-122.031,5.5
10931,472500.0,2,2.25,1700,2383,2.0,0,0,3,8,47.547,-121.997,4.25
10932,291000.0,4,2.25,1890,7616,1.0,0,0,4,8,47.3275,-122.329,6.25
10935,442500.0,3,2.5,1690,3129,2.0,0,0,3,7,47.6875,-122.043,5.5
10938,665000.0,3,2.25,2580,6000,2.0,0,0,3,8,47.5778,-122.289,5.25
10940,675000.0,2,1.75,2140,5000,1.0,0,0,3,7,47.6284,-122.291,3.75
10941,279900.0,2,1.75,1360,10000,1.0,0,0,3,6,47.7421,-121.982,3.75
10943,571000.0,3,2.5,1920,3867,2.0,0,0,3,8,47.5538,-121.994,5.5
10947,137900.0,3,1.75,1160,5082,1.0,0,0,3,6,47.503,-122.262,4.75
10949,360000.0,3,1.0,1280,3870,1.0,0,0,3,7,47.6163,-122.294,4.0
10950,271000.0,4,1.5,1800,9576,1.0,0,0,4,7,47.4664,-121.747,5.5
10952,280000.0,4,2.5,2400,4596,2.0,0,0,3,8,47.3358,-122.265,6.5
10954,411500.0,3,1.0,1110,7208,1.0,0,0,3,7,47.6979,-122.124,4.0
10955,282000.0,3,2.25,2420,7548,1.0,0,0,4,8,47.3112,-122.376,5.25
10956,535000.0,3,2.5,1850,1499,2.5,0,0,3,9,47.6475,-122.396,5.5
10957,554729.0,4,2.5,2020,4350,2.0,0,0,5,9,47.6503,-122.41,6.5
10960,455000.0,4,1.75,1920,6000,1.0,0,0,4,7,47.7137,-122.315,5.75
10961,595000.0,2,1.75,1280,8500,1.0,0,0,3,7,47.6553,-122.19,3.75
10966,375000.0,3,2.0,1670,13775,1.0,0,0,3,8,47.4873,-121.783,5.0
10971,178000.0,4,1.5,1200,11163,1.5,0,0,4,6,47.3024,-122.106,5.5
10972,262500.0,3,1.75,1470,10390,1.0,0,0,3,7,47.4192,-122.201,4.75
10974,395000.0,5,1.75,1840,10453,1.0,0,2,3,8,47.4508,-122.368,6.75
10975,355000.0,3,1.0,1210,6650,1.0,0,0,3,6,47.6214,-122.12,4.0
10976,299990.0,3,2.5,1870,8541,2.0,0,0,3,8,47.2925,-122.346,5.5
10978,425000.0,4,2.25,2660,11200,2.0,0,0,4,8,47.4722,-122.131,6.25
10979,349000.0,2,1.0,1150,7552,1.0,0,0,3,7,47.7215,-122.323,3.0
10980,554950.0,4,1.75,1740,4816,1.0,0,0,5,7,47.5758,-122.382,5.75
10981,326000.0,6,3.0,2580,8064,1.5,0,0,3,7,47.5549,-122.287,9.0
10982,580000.0,4,1.75,1720,6975,1.0,0,0,3,8,47.6506,-122.121,5.75
10985,335000.0,3,1.75,1400,7920,1.0,0,0,3,7,47.7312,-122.202,4.75
10988,320000.0,5,2.25,2630,8625,2.0,0,0,3,8,47.3619,-122.287,7.25
10989,280000.0,3,2.5,1580,7918,2.0,0,0,3,7,47.4431,-122.19,5.5
10990,324000.0,3,2.0,1540,10931,1.0,0,3,3,7,47.495,-121.776,5.0
10991,300000.0,3,1.0,2120,7735,1.0,0,0,4,7,47.4869,-122.123,4.0
10992,360000.0,3,1.75,1830,10000,2.0,0,0,4,7,47.741,-121.979,4.75
10995,599950.0,3,3.25,1830,1804,3.0,0,0,3,8,47.6945,-122.377,6.25
10996,190000.0,4,1.0,1190,7920,1.0,0,0,3,6,47.5305,-122.371,5.0
10997,350000.0,4,1.75,2310,9002,1.0,0,0,3,7,47.731,-122.166,5.75
10998,522000.0,3,1.0,1230,4600,1.5,0,0,3,7,47.5616,-122.392,4.0
11002,397500.0,3,1.0,1480,5100,1.5,0,0,3,7,47.6915,-122.348,4.0
11003,186000.0,3,1.75,1460,7967,1.0,0,0,3,7,47.3199,-122.374,4.75
11007,450000.0,3,2.25,1960,10682,1.0,0,0,3,7,47.6319,-122.124,5.25
11008,375000.0,4,2.75,1890,5240,1.0,0,0,3,7,47.5528,-122.356,6.75
11009,315000.0,2,1.0,2080,14659,1.0,0,0,3,7,47.4858,-122.231,3.0
11010,467500.0,3,1.0,1700,4165,1.5,0,0,3,7,47.5569,-122.277,4.0
11011,330000.0,3,1.0,1140,7316,1.0,0,0,3,6,47.527,-122.362,4.0
11014,469000.0,3,1.75,1480,800,2.0,0,0,3,8,47.5493,-122.387,4.75
11015,408000.0,3,3.0,1500,1473,2.0,0,0,3,8,47.6063,-122.305,6.0
11017,410000.0,2,2.0,1350,3926,1.0,0,0,3,8,47.7192,-122.024,4.0
11023,268500.0,4,1.75,1820,13600,1.5,0,0,3,7,47.3743,-122.295,5.75
11026,250000.0,3,2.0,1470,12096,1.0,0,0,4,6,47.3734,-122.193,5.0
11029,325000.0,4,2.0,1870,7700,1.0,0,0,3,8,47.4619,-122.196,6.0
11030,506000.0,5,3.0,2430,8000,1.0,0,0,4,7,47.603,-122.12,8.0
11035,665000.0,4,2.25,2340,5300,1.0,0,0,5,8,47.6202,-122.112,6.25
11036,450000.0,4,2.5,2520,8515,2.0,0,0,3,7,47.7233,-121.959,6.5
11038,427000.0,3,1.0,1200,5252,1.0,0,0,3,7,47.6075,-122.134,4.0
11039,265000.0,3,1.75,1330,12618,1.0,0,3,3,7,47.4403,-122.271,4.75
11040,398000.0,3,1.5,1310,2996,2.0,0,0,3,7,47.5879,-122.299,4.5
11042,339950.0,4,2.5,2260,6086,2.0,0,0,3,8,47.3642,-122.174,6.5
11046,350000.0,4,2.5,1530,2248,1.5,0,0,3,7,47.5766,-122.309,6.5
11048,561000.0,3,2.5,2120,5277,2.0,0,0,3,7,47.6811,-122.034,5.5
11049,245000.0,2,1.0,1500,6685,1.0,0,0,3,7,47.7186,-122.354,3.0
11050,570000.0,2,1.0,1500,6685,1.0,0,0,3,7,47.7186,-122.354,3.0
11052,314500.0,4,2.5,2390,9600,2.0,0,0,3,7,47.3289,-122.001,6.5
11058,527000.0,3,2.25,2240,6450,1.0,0,0,3,7,47.7034,-122.315,5.25
11059,420000.0,3,1.0,1060,7638,1.0,0,0,5,7,47.5941,-122.142,4.0
11060,290000.0,3,2.5,2360,8764,2.0,0,0,3,8,47.2114,-122.009,5.5
11062,499990.0,3,1.75,1730,9334,1.0,0,0,3,8,47.6478,-122.113,4.75
11063,315000.0,3,1.75,1170,4000,1.0,0,0,3,6,47.5306,-122.354,4.75
11066,365000.0,3,1.75,1290,7205,1.5,0,0,3,7,47.7329,-122.237,4.75
11068,368888.0,3,1.5,1490,12186,1.0,0,0,4,7,47.7739,-122.322,4.5
11069,339500.0,4,2.5,1930,7862,2.0,0,0,3,7,47.3644,-122.04,6.5
11070,344950.0,4,1.75,2240,7500,1.0,0,0,4,7,47.7466,-122.34,5.75
11073,299900.0,4,2.5,2200,5730,2.0,0,0,3,8,47.3482,-122.153,6.5
11074,315000.0,3,2.0,1500,7828,1.0,0,0,4,7,47.4484,-122.158,5.0
11076,195000.0,3,1.5,1430,5200,1.0,0,0,4,7,47.3644,-122.094,4.5
11079,306000.0,3,2.5,1870,5874,2.0,0,0,3,7,47.3992,-122.163,5.5
11080,272000.0,4,2.25,2040,7600,1.0,0,0,4,8,47.3169,-122.365,6.25
11083,450000.0,3,2.5,1990,12793,2.0,0,0,3,8,47.7347,-122.226,5.5
11084,310000.0,4,1.0,1740,11075,1.5,0,0,3,7,47.7458,-122.334,5.0
11085,530000.0,2,2.25,2080,11285,1.0,0,0,4,8,47.3628,-122.147,4.25
11086,435000.0,4,2.5,2060,10125,2.0,0,0,4,7,47.764,-122.262,6.5
11087,485000.0,3,2.0,1590,11222,1.0,0,0,4,7,47.7762,-122.367,5.0
11088,690000.0,3,1.5,1760,4000,2.0,0,0,3,8,47.6401,-122.32,4.5
11089,305000.0,4,2.5,1620,4000,2.0,0,0,3,7,47.3661,-122.02,6.5
11090,300000.0,3,1.75,1210,7000,1.0,0,0,3,7,47.4572,-122.169,4.75
11091,289950.0,4,3.0,2040,5050,1.0,0,0,3,8,47.3266,-122.175,7.0
11092,575000.0,3,2.5,2270,9600,2.0,0,0,3,9,47.7388,-122.206,5.5
11094,219000.0,3,1.5,1060,9600,1.0,0,0,4,7,47.3229,-122.348,4.5
11095,265000.0,4,3.0,1940,8170,1.0,0,0,4,7,47.7381,-122.302,7.0
11098,545000.0,4,2.75,2180,8480,1.0,0,3,4,7,47.4961,-122.366,6.75
11099,378000.0,3,2.5,2130,8404,2.0,0,0,3,8,47.4623,-122.13,5.5
11101,425000.0,4,2.25,2200,8384,1.0,0,0,3,7,47.753,-122.317,6.25
11102,536000.0,2,1.5,1130,746,2.0,0,0,3,8,47.6684,-122.363,3.5
11104,629950.0,3,2.5,1680,1620,2.0,0,0,3,9,47.6425,-122.374,5.5
11105,465000.0,4,1.75,1470,5350,1.0,0,0,3,7,47.7048,-122.315,5.75
11107,592000.0,4,2.5,2300,11165,2.0,0,0,4,8,47.5794,-122.118,6.5
11109,375000.0,3,2.5,1330,816,3.0,0,0,3,8,47.6836,-122.387,5.5
11110,632500.0,5,2.5,2640,7096,2.0,0,0,3,7,47.6827,-122.038,7.5
11111,459950.0,4,1.75,2430,9747,1.0,0,0,3,8,47.7687,-122.276,5.75
11113,255000.0,3,1.0,1440,11330,1.0,0,0,3,7,47.4742,-122.265,4.0
11114,251750.0,3,2.0,1320,7200,1.0,0,0,5,7,47.3947,-122.174,5.0
11116,460000.0,3,3.25,1370,1194,3.0,0,0,3,8,47.6704,-122.391,6.25
11117,625000.0,3,2.5,2000,6341,1.0,0,0,5,8,47.5639,-122.401,5.5
11118,530000.0,3,1.75,1980,6760,1.0,0,0,4,8,47.6398,-122.113,4.75
11119,394950.0,3,2.5,2050,8172,2.0,0,0,3,8,47.4808,-122.28,5.5
11120,324950.0,4,1.75,2320,9240,1.0,0,0,3,7,47.4909,-122.257,5.75
11121,330000.0,3,2.25,1960,1985,2.0,0,0,3,7,47.5417,-122.289,5.25
11122,220000.0,4,1.75,1910,8171,1.0,0,0,3,7,47.35,-122.168,5.75
11123,685000.0,3,3.25,2030,11070,2.0,0,0,4,8,47.6478,-122.117,6.25
11124,500000.0,3,2.25,2210,7680,1.0,0,2,3,8,47.7729,-122.389,5.25
11125,368000.0,4,2.75,2610,9426,1.0,0,0,3,7,47.4435,-122.279,6.75
11127,660000.0,6,1.75,1840,2774,1.0,0,0,3,7,47.6041,-122.31,7.75
11128,253000.0,3,1.75,1570,7416,1.0,0,0,4,7,47.4117,-122.174,4.75
11130,605000.0,3,1.75,1930,5400,2.0,0,2,3,9,47.77,-122.391,4.75
11131,215000.0,3,1.0,1160,10384,1.0,0,0,4,6,47.3634,-122.027,4.0
11134,232500.0,3,1.0,1320,8450,1.0,0,0,3,6,47.3278,-122.337,4.0
11135,234000.0,2,2.0,1200,3624,2.0,0,0,3,6,47.349,-122.025,4.0
11138,399950.0,3,1.0,1040,9600,1.0,0,0,3,7,47.6738,-122.063,4.0
11139,256750.0,3,2.5,1990,8991,1.0,0,0,3,7,47.3939,-122.164,5.5
11140,535000.0,3,2.5,1690,9626,2.0,0,0,3,8,47.5647,-122.092,5.5
11141,515000.0,3,2.0,1810,2738,2.0,0,0,4,9,47.6112,-122.115,5.0
11143,256000.0,3,2.5,1570,5113,1.0,0,0,3,7,47.3327,-122.29,5.5
11144,489900.0,3,1.0,1680,8910,1.0,0,0,4,7,47.7011,-122.375,4.0
11145,165000.0,3,1.5,1250,7200,1.0,0,0,4,7,47.3678,-122.282,4.5
11146,220000.0,3,1.5,1280,7742,1.0,0,0,4,7,47.3947,-122.197,4.5
11148,375000.0,3,2.5,1580,5725,2.0,0,0,3,7,47.7611,-122.161,5.5
11149,422250.0,3,1.75,1650,7145,2.0,0,0,5,8,47.7733,-122.324,4.75
11150,420000.0,3,1.75,1660,9600,1.0,0,0,3,8,47.7601,-122.167,4.75
11151,608000.0,4,2.5,2410,7140,2.0,0,0,3,8,47.6329,-122.021,6.5
11152,620000.0,3,2.25,1720,4000,1.5,0,0,4,7,47.6683,-122.286,5.25
11154,463000.0,4,2.5,2680,9928,1.0,0,0,4,8,47.5219,-122.052,6.5
11157,290000.0,3,2.0,1700,6498,1.0,0,0,3,7,47.3781,-122.044,5.0
11158,525000.0,4,1.75,2280,5959,1.0,0,0,3,7,47.5655,-122.395,5.75
11159,319000.0,3,2.25,1220,2980,2.0,0,0,3,7,47.7151,-122.203,5.25
11161,350000.0,3,2.5,2010,14298,2.0,0,0,3,7,47.5069,-122.472,5.5
11162,454900.0,3,1.75,2130,9775,1.0,0,0,4,8,47.5326,-122.049,4.75
11163,272000.0,4,2.25,1800,9018,2.0,0,0,3,7,47.2126,-121.984,6.25
11164,357500.0,3,1.0,1070,10125,1.0,0,0,3,7,47.7012,-122.167,4.0
11166,280000.0,4,2.0,1600,6861,1.0,0,0,3,7,47.2701,-122.313,6.0
11167,477000.0,4,1.5,1380,7800,1.0,0,0,3,7,47.7093,-122.306,5.5
